"","X","Unnamed..0","total_loop_times","fc_loop_times","cross_size","minimum_duration","memory_duration","delay_duration","choice_duration","list_index","monkey","target_pic","target_pic_position","pic_bottom","pic_left","pic_right","pic_chosen","pic_chosen_position","choice_rt","response","reward_ornot","jitter_iti","Cumulative_Correct_Rate","trial_index"
"11",10,10,5,1,75,1,5,1,60,228,"J","F:\Pic_TOJ\pic_pool_step_3_formal\770_3.png","right","F:\Pic_TOJ\pic_pool_step_3_formal\770_2.png","F:\Pic_TOJ\pic_pool_step_3_formal\770_1.png","F:\Pic_TOJ\pic_pool_step_3_formal\770_3.png","F:\Pic_TOJ\pic_pool_step_3_formal\770_2.png","bottom",2.35766530013643,0,0,1.4636229840807,0.272727272727273,11
"12",11,11,5,1,75,1,5,1,60,228,"J","F:\Pic_TOJ\pic_pool_step_3_formal\682_3.png","bottom","F:\Pic_TOJ\pic_pool_step_3_formal\682_3.png","F:\Pic_TOJ\pic_pool_step_3_formal\682_2.png","F:\Pic_TOJ\pic_pool_step_3_formal\682_1.png","F:\Pic_TOJ\pic_pool_step_3_formal\682_1.png","right",2.10371219995432,0,0,1.52499954210223,0.25,12
"13",12,12,5,1,75,1,5,1,60,228,"J","F:\Pic_TOJ\pic_pool_step_3_formal\682_3.png","right","F:\Pic_TOJ\pic_pool_step_3_formal\682_2.png","F:\Pic_TOJ\pic_pool_step_3_formal\682_1.png","F:\Pic_TOJ\pic_pool_step_3_formal\682_3.png","F:\Pic_TOJ\pic_pool_step_3_formal\682_2.png","bottom",0.516868499806151,0,0,2.09318713142039,0.230769230769231,13
"14",13,13,5,1,75,1,5,1,60,228,"J","F:\Pic_TOJ\pic_pool_step_3_formal\770_3.png","right","F:\Pic_TOJ\pic_pool_step_3_formal\770_2.png","F:\Pic_TOJ\pic_pool_step_3_formal\770_1.png","F:\Pic_TOJ\pic_pool_step_3_formal\770_3.png","F:\Pic_TOJ\pic_pool_step_3_formal\770_3.png","right",0.187881299993023,1,1,1.97877009904781,0.285714285714286,14
"15",14,14,5,1,75,1,5,1,60,228,"J","F:\Pic_TOJ\pic_pool_step_3_formal\782_2.png","right","F:\Pic_TOJ\pic_pool_step_3_formal\782_3.png","F:\Pic_TOJ\pic_pool_step_3_formal\782_1.png","F:\Pic_TOJ\pic_pool_step_3_formal\782_2.png","F:\Pic_TOJ\pic_pool_step_3_formal\782_3.png","bottom",1.3226668999996,0,0,1.24158808227329,0.266666666666667,15
"16",15,15,5,1,75,1,5,1,60,228,"J","F:\Pic_TOJ\pic_pool_step_3_formal\1065_1.png","left","F:\Pic_TOJ\pic_pool_step_3_formal\1065_3.png","F:\Pic_TOJ\pic_pool_step_3_formal\1065_1.png","F:\Pic_TOJ\pic_pool_step_3_formal\1065_2.png","F:\Pic_TOJ\pic_pool_step_3_formal\1065_2.png","right",1.91400700015947,0,0,1.37536802356161,0.25,16
"17",16,16,5,1,75,1,5,1,60,228,"J","F:\Pic_TOJ\pic_pool_step_3_formal\1065_1.png","bottom","F:\Pic_TOJ\pic_pool_step_3_formal\1065_1.png","F:\Pic_TOJ\pic_pool_step_3_formal\1065_2.png","F:\Pic_TOJ\pic_pool_step_3_formal\1065_3.png","F:\Pic_TOJ\pic_pool_step_3_formal\1065_2.png","left",1.59804990002885,0,0,2.31773933076552,0.235294117647059,17
"18",17,17,5,1,75,1,5,1,60,228,"J","F:\Pic_TOJ\pic_pool_step_3_formal\770_3.png","right","F:\Pic_TOJ\pic_pool_step_3_formal\770_2.png","F:\Pic_TOJ\pic_pool_step_3_formal\770_1.png","F:\Pic_TOJ\pic_pool_step_3_formal\770_3.png","F:\Pic_TOJ\pic_pool_step_3_formal\770_3.png","right",2.40980189992115,1,1,1.89304762898135,0.277777777777778,18
"19",18,18,5,1,75,1,5,1,60,228,"J","F:\Pic_TOJ\pic_pool_step_3_formal\782_2.png","bottom","F:\Pic_TOJ\pic_pool_step_3_formal\782_2.png","F:\Pic_TOJ\pic_pool_step_3_formal\782_3.png","F:\Pic_TOJ\pic_pool_step_3_formal\782_1.png","F:\Pic_TOJ\pic_pool_step_3_formal\782_2.png","bottom",1.44168039993383,1,1,1.81830227842342,0.315789473684211,19
"20",19,19,5,1,75,1,5,1,60,228,"J","F:\Pic_TOJ\pic_pool_step_3_formal\682_3.png","bottom","F:\Pic_TOJ\pic_pool_step_3_formal\682_3.png","F:\Pic_TOJ\pic_pool_step_3_formal\682_2.png","F:\Pic_TOJ\pic_pool_step_3_formal\682_1.png","F:\Pic_TOJ\pic_pool_step_3_formal\682_3.png","bottom",0.701183099998161,1,1,1.55513105605753,0.35,20
"21",0,0,5,1,75,1,5,1,60,228,"J","F:\Pic_TOJ\pic_pool_step_3_formal\782_2.png","left","F:\Pic_TOJ\pic_pool_step_3_formal\782_3.png","F:\Pic_TOJ\pic_pool_step_3_formal\782_2.png","F:\Pic_TOJ\pic_pool_step_3_formal\782_1.png","F:\Pic_TOJ\pic_pool_step_3_formal\782_1.png","right",2.73862760001794,0,0,1.72344797688053,0,21
"22",1,1,5,1,75,1,5,1,60,228,"J","F:\Pic_TOJ\pic_pool_step_3_formal\770_3.png","right","F:\Pic_TOJ\pic_pool_step_3_formal\770_1.png","F:\Pic_TOJ\pic_pool_step_3_formal\770_2.png","F:\Pic_TOJ\pic_pool_step_3_formal\770_3.png","F:\Pic_TOJ\pic_pool_step_3_formal\770_2.png","left",1.84567640000023,0,0,1.42419110018635,0,22
"23",2,2,5,1,75,1,5,1,60,228,"J","F:\Pic_TOJ\pic_pool_step_3_formal\682_3.png","left","F:\Pic_TOJ\pic_pool_step_3_formal\682_1.png","F:\Pic_TOJ\pic_pool_step_3_formal\682_3.png","F:\Pic_TOJ\pic_pool_step_3_formal\682_2.png","F:\Pic_TOJ\pic_pool_step_3_formal\682_3.png","left",1.02988829999231,1,1,2.58739786066106,0.333333333333333,23
"24",3,3,5,1,75,1,5,1,60,228,"J","F:\Pic_TOJ\pic_pool_step_3_formal\1065_1.png","right","F:\Pic_TOJ\pic_pool_step_3_formal\1065_2.png","F:\Pic_TOJ\pic_pool_step_3_formal\1065_3.png","F:\Pic_TOJ\pic_pool_step_3_formal\1065_1.png","F:\Pic_TOJ\pic_pool_step_3_formal\1065_2.png","bottom",3.2879840999376,0,0,1.25187823868516,0.25,24
"25",4,4,5,1,75,1,5,1,60,228,"J","F:\Pic_TOJ\pic_pool_step_3_formal\770_3.png","right","F:\Pic_TOJ\pic_pool_step_3_formal\770_1.png","F:\Pic_TOJ\pic_pool_step_3_formal\770_2.png","F:\Pic_TOJ\pic_pool_step_3_formal\770_3.png","F:\Pic_TOJ\pic_pool_step_3_formal\770_1.png","bottom",0.439734499901533,0,0,1.48660129877784,0.2,25
"26",5,5,5,1,75,1,5,1,60,228,"J","F:\Pic_TOJ\pic_pool_step_3_formal\682_3.png","bottom","F:\Pic_TOJ\pic_pool_step_3_formal\682_3.png","F:\Pic_TOJ\pic_pool_step_3_formal\682_2.png","F:\Pic_TOJ\pic_pool_step_3_formal\682_1.png","F:\Pic_TOJ\pic_pool_step_3_formal\682_3.png","bottom",1.38836390012875,1,1,1.19024269118771,0.333333333333333,26
"27",6,6,5,1,75,1,5,1,60,228,"J","F:\Pic_TOJ\pic_pool_step_3_formal\782_2.png","right","F:\Pic_TOJ\pic_pool_step_3_formal\782_3.png","F:\Pic_TOJ\pic_pool_step_3_formal\782_1.png","F:\Pic_TOJ\pic_pool_step_3_formal\782_2.png","F:\Pic_TOJ\pic_pool_step_3_formal\782_3.png","bottom",0.633253599982709,0,0,1.71244278371905,0.285714285714286,27
"28",7,7,5,1,75,1,5,1,60,228,"J","F:\Pic_TOJ\pic_pool_step_3_formal\1065_1.png","right","F:\Pic_TOJ\pic_pool_step_3_formal\1065_2.png","F:\Pic_TOJ\pic_pool_step_3_formal\1065_3.png","F:\Pic_TOJ\pic_pool_step_3_formal\1065_1.png","F:\Pic_TOJ\pic_pool_step_3_formal\1065_1.png","right",1.18590269982815,1,1,1.93181225799808,0.375,28
"29",8,8,5,1,75,1,5,1,60,228,"J","F:\Pic_TOJ\pic_pool_step_3_formal\1065_1.png","left","F:\Pic_TOJ\pic_pool_step_3_formal\1065_3.png","F:\Pic_TOJ\pic_pool_step_3_formal\1065_1.png","F:\Pic_TOJ\pic_pool_step_3_formal\1065_2.png","F:\Pic_TOJ\pic_pool_step_3_formal\1065_3.png","bottom",0.420397600159049,0,0,1.09363922531945,0.333333333333333,29
"30",9,9,5,1,75,1,5,1,60,228,"J","F:\Pic_TOJ\pic_pool_step_3_formal\770_3.png","bottom","F:\Pic_TOJ\pic_pool_step_3_formal\770_3.png","F:\Pic_TOJ\pic_pool_step_3_formal\770_1.png","F:\Pic_TOJ\pic_pool_step_3_formal\770_2.png","F:\Pic_TOJ\pic_pool_step_3_formal\770_3.png","bottom",0.359707100084051,1,1,0.859592739294881,0.4,30
"31",10,10,5,1,75,1,5,1,60,228,"J","F:\Pic_TOJ\pic_pool_step_3_formal\782_2.png","right","F:\Pic_TOJ\pic_pool_step_3_formal\782_1.png","F:\Pic_TOJ\pic_pool_step_3_formal\782_3.png","F:\Pic_TOJ\pic_pool_step_3_formal\782_2.png","F:\Pic_TOJ\pic_pool_step_3_formal\782_1.png","bottom",0.395811800146475,0,0,0.648549183468478,0.363636363636364,31
"32",11,11,5,1,75,1,5,1,60,228,"J","F:\Pic_TOJ\pic_pool_step_3_formal\682_3.png","bottom","F:\Pic_TOJ\pic_pool_step_3_formal\682_3.png","F:\Pic_TOJ\pic_pool_step_3_formal\682_1.png","F:\Pic_TOJ\pic_pool_step_3_formal\682_2.png","F:\Pic_TOJ\pic_pool_step_3_formal\682_3.png","bottom",0.792840299895033,1,1,1.34204457383433,0.416666666666667,32
"33",12,12,5,1,75,1,5,1,60,228,"J","F:\Pic_TOJ\pic_pool_step_3_formal\782_2.png","right","F:\Pic_TOJ\pic_pool_step_3_formal\782_1.png","F:\Pic_TOJ\pic_pool_step_3_formal\782_3.png","F:\Pic_TOJ\pic_pool_step_3_formal\782_2.png","F:\Pic_TOJ\pic_pool_step_3_formal\782_1.png","bottom",0.767397999996319,0,0,1.8247775813714,0.384615384615385,33
"34",13,13,5,1,75,1,5,1,60,228,"J","F:\Pic_TOJ\pic_pool_step_3_formal\1065_1.png","left","F:\Pic_TOJ\pic_pool_step_3_formal\1065_2.png","F:\Pic_TOJ\pic_pool_step_3_formal\1065_1.png","F:\Pic_TOJ\pic_pool_step_3_formal\1065_3.png","F:\Pic_TOJ\pic_pool_step_3_formal\1065_1.png","left",2.53553729993291,1,1,1.32067815511881,0.428571428571429,34
"35",14,14,5,1,75,1,5,1,60,228,"J","F:\Pic_TOJ\pic_pool_step_3_formal\682_3.png","left","F:\Pic_TOJ\pic_pool_step_3_formal\682_2.png","F:\Pic_TOJ\pic_pool_step_3_formal\682_3.png","F:\Pic_TOJ\pic_pool_step_3_formal\682_1.png","F:\Pic_TOJ\pic_pool_step_3_formal\682_3.png","left",1.0184565000236,1,1,1.99532081528277,0.466666666666667,35
"36",15,15,5,1,75,1,5,1,60,228,"J","F:\Pic_TOJ\pic_pool_step_3_formal\770_3.png","left","F:\Pic_TOJ\pic_pool_step_3_formal\770_2.png","F:\Pic_TOJ\pic_pool_step_3_formal\770_3.png","F:\Pic_TOJ\pic_pool_step_3_formal\770_1.png","F:\Pic_TOJ\pic_pool_step_3_formal\770_3.png","left",0.611590100219473,1,1,1.39071857493947,0.5,36
"37",16,16,5,1,75,1,5,1,60,228,"J","F:\Pic_TOJ\pic_pool_step_3_formal\1065_1.png","bottom","F:\Pic_TOJ\pic_pool_step_3_formal\1065_1.png","F:\Pic_TOJ\pic_pool_step_3_formal\1065_3.png","F:\Pic_TOJ\pic_pool_step_3_formal\1065_2.png","F:\Pic_TOJ\pic_pool_step_3_formal\1065_3.png","left",1.12076099985279,0,0,1.15436089720889,0.470588235294118,37
"38",17,17,5,1,75,1,5,1,60,228,"J","F:\Pic_TOJ\pic_pool_step_3_formal\682_3.png","bottom","F:\Pic_TOJ\pic_pool_step_3_formal\682_3.png","F:\Pic_TOJ\pic_pool_step_3_formal\682_1.png","F:\Pic_TOJ\pic_pool_step_3_formal\682_2.png","F:\Pic_TOJ\pic_pool_step_3_formal\682_3.png","bottom",0.660611999919638,1,1,1.56928215356249,0.5,38
"39",18,18,5,1,75,1,5,1,60,228,"J","F:\Pic_TOJ\pic_pool_step_3_formal\770_3.png","left","F:\Pic_TOJ\pic_pool_step_3_formal\770_1.png","F:\Pic_TOJ\pic_pool_step_3_formal\770_3.png","F:\Pic_TOJ\pic_pool_step_3_formal\770_2.png","F:\Pic_TOJ\pic_pool_step_3_formal\770_3.png","left",0.184988900087774,1,1,1.78805213495888,0.526315789473684,39
"40",19,19,5,1,75,1,5,1,60,228,"J","F:\Pic_TOJ\pic_pool_step_3_formal\782_2.png","right","F:\Pic_TOJ\pic_pool_step_3_formal\782_1.png","F:\Pic_TOJ\pic_pool_step_3_formal\782_3.png","F:\Pic_TOJ\pic_pool_step_3_formal\782_2.png","F:\Pic_TOJ\pic_pool_step_3_formal\782_2.png","right",0.188011399935931,1,1,0.601711954927109,0.55,40
"41",0,0,5,1,75,1,5,1,60,228,"J","F:\Pic_TOJ\pic_pool_step_3_formal\770_3.png","left","F:\Pic_TOJ\pic_pool_step_3_formal\770_1.png","F:\Pic_TOJ\pic_pool_step_3_formal\770_3.png","F:\Pic_TOJ\pic_pool_step_3_formal\770_2.png","F:\Pic_TOJ\pic_pool_step_3_formal\770_1.png","bottom",0.254933099960908,0,0,1.0452253552746,0,41
"42",1,1,5,1,75,1,5,1,60,228,"J","F:\Pic_TOJ\pic_pool_step_3_formal\782_2.png","right","F:\Pic_TOJ\pic_pool_step_3_formal\782_1.png","F:\Pic_TOJ\pic_pool_step_3_formal\782_3.png","F:\Pic_TOJ\pic_pool_step_3_formal\782_2.png","F:\Pic_TOJ\pic_pool_step_3_formal\782_2.png","right",1.36795789981261,1,1,0.938980544021957,0.5,42
"43",2,2,5,1,75,1,5,1,60,228,"J","F:\Pic_TOJ\pic_pool_step_3_formal\1065_1.png","left","F:\Pic_TOJ\pic_pool_step_3_formal\1065_2.png","F:\Pic_TOJ\pic_pool_step_3_formal\1065_1.png","F:\Pic_TOJ\pic_pool_step_3_formal\1065_3.png","F:\Pic_TOJ\pic_pool_step_3_formal\1065_2.png","bottom",1.62224439997226,0,0,1.3068790331325,0.333333333333333,43
"44",3,3,5,1,75,1,5,1,60,228,"J","F:\Pic_TOJ\pic_pool_step_3_formal\682_3.png","right","F:\Pic_TOJ\pic_pool_step_3_formal\682_1.png","F:\Pic_TOJ\pic_pool_step_3_formal\682_2.png","F:\Pic_TOJ\pic_pool_step_3_formal\682_3.png","F:\Pic_TOJ\pic_pool_step_3_formal\682_1.png","bottom",0.409933699993417,0,0,1.86725223684502,0.25,44
"45",4,4,5,1,75,1,5,1,60,228,"J","F:\Pic_TOJ\pic_pool_step_3_formal\682_3.png","right","F:\Pic_TOJ\pic_pool_step_3_formal\682_2.png","F:\Pic_TOJ\pic_pool_step_3_formal\682_1.png","F:\Pic_TOJ\pic_pool_step_3_formal\682_3.png","F:\Pic_TOJ\pic_pool_step_3_formal\682_3.png","right",1.45657479995862,1,1,1.99010324916761,0.4,45
"46",5,5,5,1,75,1,5,1,60,228,"J","F:\Pic_TOJ\pic_pool_step_3_formal\1065_1.png","bottom","F:\Pic_TOJ\pic_pool_step_3_formal\1065_1.png","F:\Pic_TOJ\pic_pool_step_3_formal\1065_2.png","F:\Pic_TOJ\pic_pool_step_3_formal\1065_3.png","F:\Pic_TOJ\pic_pool_step_3_formal\1065_2.png","left",0.723559400066733,0,0,1.30780168693783,0.333333333333333,46
"47",6,6,5,1,75,1,5,1,60,228,"J","F:\Pic_TOJ\pic_pool_step_3_formal\782_2.png","bottom","F:\Pic_TOJ\pic_pool_step_3_formal\782_2.png","F:\Pic_TOJ\pic_pool_step_3_formal\782_1.png","F:\Pic_TOJ\pic_pool_step_3_formal\782_3.png","F:\Pic_TOJ\pic_pool_step_3_formal\782_3.png","right",1.77246670005843,0,0,1.5782946916072,0.285714285714286,47
"48",7,7,5,1,75,1,5,1,60,228,"J","F:\Pic_TOJ\pic_pool_step_3_formal\770_3.png","bottom","F:\Pic_TOJ\pic_pool_step_3_formal\770_3.png","F:\Pic_TOJ\pic_pool_step_3_formal\770_1.png","F:\Pic_TOJ\pic_pool_step_3_formal\770_2.png","F:\Pic_TOJ\pic_pool_step_3_formal\770_3.png","bottom",1.16688530007377,1,1,2.3385017210188,0.375,48
"49",8,8,5,1,75,1,5,1,60,228,"J","F:\Pic_TOJ\pic_pool_step_3_formal\770_3.png","bottom","F:\Pic_TOJ\pic_pool_step_3_formal\770_3.png","F:\Pic_TOJ\pic_pool_step_3_formal\770_2.png","F:\Pic_TOJ\pic_pool_step_3_formal\770_1.png","F:\Pic_TOJ\pic_pool_step_3_formal\770_3.png","bottom",0.639258600072935,1,1,1.88812584721588,0.444444444444444,49
"50",9,9,5,1,75,1,5,1,60,228,"J","F:\Pic_TOJ\pic_pool_step_3_formal\682_3.png","right","F:\Pic_TOJ\pic_pool_step_3_formal\682_1.png","F:\Pic_TOJ\pic_pool_step_3_formal\682_2.png","F:\Pic_TOJ\pic_pool_step_3_formal\682_3.png","F:\Pic_TOJ\pic_pool_step_3_formal\682_3.png","right",1.74648030009121,1,1,1.56850003545872,0.5,50
"51",10,10,5,1,75,1,5,1,60,228,"J","F:\Pic_TOJ\pic_pool_step_3_formal\782_2.png","bottom","F:\Pic_TOJ\pic_pool_step_3_formal\782_2.png","F:\Pic_TOJ\pic_pool_step_3_formal\782_1.png","F:\Pic_TOJ\pic_pool_step_3_formal\782_3.png","F:\Pic_TOJ\pic_pool_step_3_formal\782_2.png","bottom",0.739442999940366,1,1,1.40454965422805,0.545454545454545,51
"52",11,11,5,1,75,1,5,1,60,228,"J","F:\Pic_TOJ\pic_pool_step_3_formal\1065_1.png","left","F:\Pic_TOJ\pic_pool_step_3_formal\1065_3.png","F:\Pic_TOJ\pic_pool_step_3_formal\1065_1.png","F:\Pic_TOJ\pic_pool_step_3_formal\1065_2.png","F:\Pic_TOJ\pic_pool_step_3_formal\1065_1.png","left",1.99238020018674,1,1,1.12959684584256,0.583333333333333,52
