CURRENT_FIX_DURATION	CURRENT_FIX_END	CURRENT_FIX_INTEREST_AREAS	CURRENT_FIX_INTEREST_AREA_DWELL_TIME	CURRENT_FIX_INTEREST_AREA_FIX_COUNT	CURRENT_FIX_INTEREST_AREA_ID	CURRENT_FIX_INTEREST_AREA_LABEL	CURRENT_FIX_INTEREST_AREA_PIXEL_AREA	CURRENT_FIX_INTEREST_AREA_RUN_ID	CURRENT_FIX_INTEREST_AREA_X_OFFSET	CURRENT_FIX_INTEREST_AREA_Y_OFFSET	CURRENT_FIX_LABEL	CURRENT_FIX_MSG_COUNT	CURRENT_FIX_MSG_LIST_TEXT	CURRENT_FIX_MSG_LIST_TIME	CURRENT_FIX_MSG_TEXT_1	CURRENT_FIX_MSG_TIME_1	CURRENT_FIX_NEAREST_INTEREST_AREA	CURRENT_FIX_NEAREST_INTEREST_AREA_DISTANCE	CURRENT_FIX_NEAREST_INTEREST_AREA_LABEL	CURRENT_FIX_PUPIL	CURRENT_FIX_REFIX_INTEREST_AREA	CURRENT_FIX_REFIX_PREV_INTEREST_AREA	CURRENT_FIX_RUN_DWELL_TIME	CURRENT_FIX_RUN_INDEX	CURRENT_FIX_RUN_SIZE	CURRENT_FIX_START	CURRENT_FIX_X	CURRENT_FIX_X_RESOLUTION	CURRENT_FIX_Y	CURRENT_FIX_Y_RESOLUTION	DATA_FILE	EYE_USED	IP_END_EVENT_MATCHED	IP_END_TIME	IP_INDEX	IP_LABEL	IP_START_EVENT_MATCHED	IP_START_TIME	TRIAL_FIXATION_TOTAL	TRIAL_INDEX	TRIAL_LABEL	TRIAL_START_TIME	CURRENT_FIX_START_OTHER	CURRENT_FIX_END_OTHER	CURRENT_FIX_INDEX	CURRENT_FIX_INPUT_EVENTS	CURRENT_FIX_INTEREST_AREA_DATA	CURRENT_FIX_INTEREST_AREA_INDEX	CURRENT_FIX_INTEREST_AREA_GROUP	CURRENT_FIX_ADJUSTED	CURRENT_FIX_BLINK_AROUND	CURRENT_FIX_IS_RT_END	CURRENT_FIX_TRIAL_SPAN	CURRENT_FIX_X_OTHER	CURRENT_FIX_Y_OTHER
149	30830	[ ]	.	.	.	.	.	.	.	.	Fixation: 30681 ms	1	[forcedchoice_start_0]	[30681]	forcedchoice_start_0	30681	2	17.03	left_roi	4980.00	.	.	.	.	.	30681	177.20	45.55	717.70	40.25	J030701.EDF	RIGHT	true	333635552	1	3AFC_0	true	333634238	3	1	Trial: 1	333603557	.	.	1	[]	.	.	.	false	NONE	false	SPAN_NONE	.	.
80	30965	[ 2]	80	1	2	left_roi	184320.00	1	-54.90	43.20	Fixation: 30885 ms	0	[]	[]	.	.	2	1.81	left_roi	4629.00	0	0	80	1	1	30885	585.10	39.40	295.20	38.05	J030701.EDF	RIGHT	true	333635552	1	3AFC_0	true	333634238	3	1	Trial: 1	333603557	.	.	2	[]	[DYNAMIC, RECTANGLE, 352.0, 92.0, 928.0, 412.0]	2	.	false	NONE	false	SPAN_NONE	.	.
987	31995	[ ]	.	.	.	.	.	.	.	.	Fixation: 31008 ms	2	[forcedchoice_end_0, punishment_start_0]	[31995, 31995]	forcedchoice_end_0	31995	2	9.67	left_roi	4317.00	.	.	.	.	.	31008	588.90	38.75	619.50	37.05	J030701.EDF	RIGHT	true	333635552	1	3AFC_0	true	333634238	3	1	Trial: 1	333603557	.	.	3	[]	.	.	.	false	NONE	false	SPAN_NONE	.	.
197	41920	[ 9]	197	1	9	memory_roi	184320.00	1	0.80	-8.70	Fixation: 41723 ms	1	[forcedchoice_start_1]	[41723]	forcedchoice_start_1	41723	9	0.23	memory_roi	5195.00	0	0	197	1	1	41723	1280.80	34.80	711.30	35.20	J030701.EDF	RIGHT	true	333646690	2	3AFC_1	true	333645280	5	1	Trial: 1	333603557	.	.	1	[]	[DYNAMIC, RECTANGLE, 992.0, 560.0, 1568.0, 880.0]	4	.	false	NONE	false	SPAN_NONE	.	.
147	42098	[ 1]	147	1	1	bottom_roi	184320.00	1	88.40	-23.50	Fixation: 41951 ms	0	[]	[]	.	.	1	2.36	bottom_roi	4134.00	0	1	147	1	1	41951	1368.40	35.30	948.50	36.10	J030701.EDF	RIGHT	true	333646690	2	3AFC_1	true	333645280	5	1	Trial: 1	333603557	.	.	2	[]	[DYNAMIC, RECTANGLE, 992.0, 812.0, 1568.0, 1132.0]	1	.	false	NONE	false	SPAN_NONE	.	.
268	42404	[ ]	.	.	.	.	.	.	.	.	Fixation: 42136 ms	0	[]	[]	.	.	1	10.37	bottom_roi	3514.00	.	.	.	.	.	42136	1270.70	37.10	1369.60	40.10	J030701.EDF	RIGHT	true	333646690	2	3AFC_1	true	333645280	5	1	Trial: 1	333603557	.	.	3	[]	.	.	.	false	NONE	false	SPAN_NONE	.	.
265	42680	[ ]	.	.	.	.	.	.	.	.	Fixation: 42415 ms	0	[]	[]	.	.	1	10.68	bottom_roi	4005.00	.	.	.	.	.	42415	1268.60	37.20	1381.60	40.25	J030701.EDF	RIGHT	true	333646690	2	3AFC_1	true	333645280	5	1	Trial: 1	333603557	.	.	4	[]	.	.	.	false	NONE	false	SPAN_NONE	.	.
443	43133	[ ]	.	.	.	.	.	.	.	.	Fixation: 42690 ms	1	[forcedchoice_end_1]	[43133]	forcedchoice_end_1	43133	1	9.44	bottom_roi	4729.00	.	.	.	.	.	42690	1283.20	36.95	1334.20	39.70	J030701.EDF	RIGHT	true	333646690	2	3AFC_1	true	333645280	5	1	Trial: 1	333603557	.	.	5	[]	.	.	.	false	NONE	false	SPAN_NONE	.	.
193	49088	[ 9]	193	1	9	memory_roi	184320.00	1	26.80	-38.20	Fixation: 48895 ms	1	[forcedchoice_start_2]	[48895]	forcedchoice_start_2	48895	9	1.21	memory_roi	5432.00	0	0	193	1	1	48895	1306.80	34.80	681.80	35.10	J030701.EDF	RIGHT	true	333654019	3	3AFC_2	true	333652452	5	1	Trial: 1	333603557	.	.	1	[]	[DYNAMIC, RECTANGLE, 992.0, 560.0, 1568.0, 880.0]	4	.	false	BEFORE	false	SPAN_NONE	.	.
138	49273	[ 2]	138	1	2	left_roi	184320.00	1	113.80	-7.90	Fixation: 49135 ms	0	[]	[]	.	.	2	2.94	left_roi	4031.00	0	1	138	1	1	49135	753.80	37.70	244.10	37.40	J030701.EDF	RIGHT	true	333654019	3	3AFC_2	true	333652452	5	1	Trial: 1	333603557	.	.	2	[]	[DYNAMIC, RECTANGLE, 352.0, 92.0, 928.0, 412.0]	2	.	false	NONE	false	SPAN_NONE	.	.
86	49422	[ ]	.	.	.	.	.	.	.	.	Fixation: 49336 ms	0	[]	[]	.	.	1	9.90	bottom_roi	3447.00	.	.	.	.	.	49336	1023.10	37.10	1253.80	39.05	J030701.EDF	RIGHT	true	333654019	3	3AFC_2	true	333652452	5	1	Trial: 1	333603557	.	.	3	[]	.	.	.	false	NONE	false	SPAN_NONE	.	.
160	49615	[ ]	.	.	.	.	.	.	.	.	Fixation: 49455 ms	0	[]	[]	.	.	1	10.84	bottom_roi	3614.00	.	.	.	.	.	49455	1267.10	37.25	1387.80	40.35	J030701.EDF	RIGHT	true	333654019	3	3AFC_2	true	333652452	5	1	Trial: 1	333603557	.	.	4	[]	.	.	.	false	NONE	false	SPAN_NONE	.	.
829	50462	[ ]	.	.	.	.	.	.	.	.	Fixation: 49633 ms	2	[forcedchoice_end_2, punishment_start_2]	[50462, 50462]	forcedchoice_end_2	50462	1	9.52	bottom_roi	4686.00	.	.	.	.	.	49633	1277.10	36.95	1337.40	39.65	J030701.EDF	RIGHT	true	333654019	3	3AFC_2	true	333652452	5	1	Trial: 1	333603557	.	.	5	[]	.	.	.	false	NONE	false	SPAN_NONE	.	.
47	60519	[ ]	.	.	.	.	.	.	.	.	Fixation: 60472 ms	1	[forcedchoice_start_3]	[60472]	forcedchoice_start_3	60472	3	11.74	right_roi	4992.00	.	.	.	.	.	60472	2259.80	43.10	551.10	39.10	J030701.EDF	RIGHT	true	333671163	4	3AFC_3	true	333664029	26	1	Trial: 1	333603557	.	.	1	[]	.	.	.	false	NONE	false	SPAN_NONE	.	.
74	60634	[ ]	.	.	.	.	.	.	.	.	Fixation: 60560 ms	0	[]	[]	.	.	3	20.64	right_roi	4749.00	.	.	.	.	.	60560	2538.30	48.60	754.40	41.60	J030701.EDF	RIGHT	true	333671163	4	3AFC_3	true	333664029	26	1	Trial: 1	333603557	.	.	2	[]	.	.	.	false	NONE	false	SPAN_NONE	.	.
122	60800	[ 3]	456	2	3	right_roi	184320.00	1	5.80	159.80	Fixation: 60678 ms	0	[]	[]	.	.	3	4.17	right_roi	4516.00	0	0	122	1	1	60678	1925.80	38.60	411.80	37.20	J030701.EDF	RIGHT	true	333671163	4	3AFC_3	true	333664029	26	1	Trial: 1	333603557	.	.	3	[]	[DYNAMIC, RECTANGLE, 1632.0, 92.0, 2208.0, 412.0]	3	.	false	NONE	false	SPAN_NONE	.	.
252	61081	[ ]	.	.	.	.	.	.	.	.	Fixation: 60829 ms	0	[]	[]	.	.	3	8.91	right_roi	3743.00	.	.	.	.	.	60829	1976.20	39.00	589.40	37.15	J030701.EDF	RIGHT	true	333671163	4	3AFC_3	true	333664029	26	1	Trial: 1	333603557	.	.	4	[]	.	.	.	false	NONE	false	SPAN_NONE	.	.
298	61434	[ ]	.	.	.	.	.	.	.	.	Fixation: 61136 ms	0	[]	[]	.	.	1	10.01	bottom_roi	4287.00	.	.	.	.	.	61136	1268.50	37.10	1355.80	39.90	J030701.EDF	RIGHT	true	333671163	4	3AFC_3	true	333664029	26	1	Trial: 1	333603557	.	.	5	[]	.	.	.	false	NONE	false	SPAN_NONE	.	.
244	61725	[ 1]	2248	11	1	bottom_roi	184320.00	1	-164.90	-4.10	Fixation: 61481 ms	0	[]	[]	.	.	1	4.26	bottom_roi	4668.00	0	1	1253	1	6	61481	1115.10	35.55	967.90	36.30	J030701.EDF	RIGHT	true	333671163	4	3AFC_3	true	333664029	26	1	Trial: 1	333603557	.	.	6	[]	[DYNAMIC, RECTANGLE, 992.0, 812.0, 1568.0, 1132.0]	1	.	false	NONE	false	SPAN_NONE	.	.
266	62018	[ 1]	2248	11	1	bottom_roi	184320.00	1	-70.70	13.30	Fixation: 61752 ms	0	[]	[]	.	.	1	1.86	bottom_roi	3997.00	0	1	1253	2	6	61752	1209.30	35.40	985.30	36.30	J030701.EDF	RIGHT	true	333671163	4	3AFC_3	true	333664029	26	1	Trial: 1	333603557	.	.	7	[]	[DYNAMIC, RECTANGLE, 992.0, 812.0, 1568.0, 1132.0]	1	.	false	NONE	false	SPAN_NONE	.	.
132	62175	[ 1]	2248	11	1	bottom_roi	184320.00	1	-2.40	-19.20	Fixation: 62043 ms	0	[]	[]	.	.	1	0.50	bottom_roi	3439.00	0	1	1253	3	6	62043	1277.60	35.25	952.80	36.10	J030701.EDF	RIGHT	true	333671163	4	3AFC_3	true	333664029	26	1	Trial: 1	333603557	.	.	8	[]	[DYNAMIC, RECTANGLE, 992.0, 812.0, 1568.0, 1132.0]	1	.	false	NONE	false	SPAN_NONE	.	.
207	62410	[ 1]	2248	11	1	bottom_roi	184320.00	1	150.80	0.70	Fixation: 62203 ms	0	[]	[]	.	.	1	3.89	bottom_roi	3152.00	0	1	1253	4	6	62203	1430.80	35.50	972.70	36.30	J030701.EDF	RIGHT	true	333671163	4	3AFC_3	true	333664029	26	1	Trial: 1	333603557	.	.	9	[]	[DYNAMIC, RECTANGLE, 992.0, 812.0, 1568.0, 1132.0]	1	.	false	NONE	false	SPAN_NONE	.	.
210	62642	[ 1]	2248	11	1	bottom_roi	184320.00	1	232.40	-43.10	Fixation: 62432 ms	0	[]	[]	.	.	1	6.10	bottom_roi	3193.00	0	1	1253	5	6	62432	1512.40	35.65	928.90	36.20	J030701.EDF	RIGHT	true	333671163	4	3AFC_3	true	333664029	26	1	Trial: 1	333603557	.	.	10	[]	[DYNAMIC, RECTANGLE, 992.0, 812.0, 1568.0, 1132.0]	1	.	false	NONE	false	SPAN_NONE	.	.
194	62862	[ 1]	2248	11	1	bottom_roi	184320.00	1	234.50	93.80	Fixation: 62668 ms	0	[]	[]	.	.	1	6.53	bottom_roi	3240.00	0	1	1253	6	6	62668	1514.50	36.10	1065.80	37.05	J030701.EDF	RIGHT	true	333671163	4	3AFC_3	true	333664029	26	1	Trial: 1	333603557	.	.	11	[]	[DYNAMIC, RECTANGLE, 992.0, 812.0, 1568.0, 1132.0]	1	.	false	NONE	false	SPAN_NONE	.	.
231	63127	[ 9]	231	1	9	memory_roi	184320.00	1	88.30	74.40	Fixation: 62896 ms	0	[]	[]	.	.	9	2.99	memory_roi	3240.00	0	0	231	1	1	62896	1368.30	35.00	794.40	35.45	J030701.EDF	RIGHT	true	333671163	4	3AFC_3	true	333664029	26	1	Trial: 1	333603557	.	.	12	[]	[DYNAMIC, RECTANGLE, 992.0, 560.0, 1568.0, 880.0]	4	.	false	NONE	false	SPAN_NONE	.	.
150	63307	[ 1]	2248	11	1	bottom_roi	184320.00	2	-112.20	-81.20	Fixation: 63157 ms	0	[]	[]	.	.	1	3.59	bottom_roi	3241.00	6	1	342	1	2	63157	1167.80	35.20	890.80	35.80	J030701.EDF	RIGHT	true	333671163	4	3AFC_3	true	333664029	26	1	Trial: 1	333603557	.	.	13	[]	[DYNAMIC, RECTANGLE, 992.0, 812.0, 1568.0, 1132.0]	1	.	false	NONE	false	SPAN_NONE	.	.
192	63531	[ 1]	2248	11	1	bottom_roi	184320.00	2	-200.00	97.00	Fixation: 63339 ms	0	[]	[]	.	.	1	5.75	bottom_roi	3476.00	6	1	342	2	2	63339	1080.00	35.95	1069.00	37.00	J030701.EDF	RIGHT	true	333671163	4	3AFC_3	true	333664029	26	1	Trial: 1	333603557	.	.	14	[]	[DYNAMIC, RECTANGLE, 992.0, 812.0, 1568.0, 1132.0]	1	.	false	NONE	false	SPAN_NONE	.	.
285	63846	[ ]	.	.	.	.	.	.	.	.	Fixation: 63561 ms	0	[]	[]	.	.	1	9.55	bottom_roi	3501.00	.	.	.	.	.	63561	949.30	36.80	1136.10	37.95	J030701.EDF	RIGHT	true	333671163	4	3AFC_3	true	333664029	26	1	Trial: 1	333603557	.	.	15	[]	.	.	.	false	NONE	false	SPAN_NONE	.	.
174	64051	[ 1]	2248	11	1	bottom_roi	184320.00	3	-178.70	70.70	Fixation: 63877 ms	0	[]	[]	.	.	1	4.97	bottom_roi	3723.00	6	1	653	1	3	63877	1101.30	35.80	1042.70	36.85	J030701.EDF	RIGHT	true	333671163	4	3AFC_3	true	333664029	26	1	Trial: 1	333603557	.	.	16	[]	[DYNAMIC, RECTANGLE, 992.0, 812.0, 1568.0, 1132.0]	1	.	false	NONE	false	SPAN_NONE	.	.
239	64318	[ 1]	2248	11	1	bottom_roi	184320.00	3	-247.90	-19.00	Fixation: 64079 ms	0	[]	[]	.	.	1	6.42	bottom_roi	3524.00	6	1	653	2	3	64079	1032.10	35.80	953.00	36.40	J030701.EDF	RIGHT	true	333671163	4	3AFC_3	true	333664029	26	1	Trial: 1	333603557	.	.	17	[]	[DYNAMIC, RECTANGLE, 992.0, 812.0, 1568.0, 1132.0]	1	.	false	NONE	false	SPAN_NONE	.	.
240	64581	[ 1]	2248	11	1	bottom_roi	184320.00	3	-205.10	-72.80	Fixation: 64341 ms	0	[]	[]	.	.	1	5.62	bottom_roi	3279.00	6	1	653	3	3	64341	1074.90	35.50	899.20	36.00	J030701.EDF	RIGHT	true	333671163	4	3AFC_3	true	333664029	26	1	Trial: 1	333603557	.	.	18	[]	[DYNAMIC, RECTANGLE, 992.0, 812.0, 1568.0, 1132.0]	1	.	false	NONE	false	SPAN_NONE	.	.
353	64982	[ ]	.	.	.	.	.	.	.	.	Fixation: 64629 ms	0	[]	[]	.	.	2	9.41	left_roi	3152.00	.	.	.	.	.	64629	551.00	39.45	602.10	37.35	J030701.EDF	RIGHT	true	333671163	4	3AFC_3	true	333664029	26	1	Trial: 1	333603557	.	.	19	[]	.	.	.	false	NONE	false	SPAN_NONE	.	.
253	65272	[ 2]	1080	4	2	left_roi	184320.00	1	27.80	-19.30	Fixation: 65019 ms	0	[]	[]	.	.	2	0.88	left_roi	3578.00	0	1	1080	1	4	65019	667.80	38.55	232.70	37.80	J030701.EDF	RIGHT	true	333671163	4	3AFC_3	true	333664029	26	1	Trial: 1	333603557	.	.	20	[]	[DYNAMIC, RECTANGLE, 352.0, 92.0, 928.0, 412.0]	2	.	false	NONE	false	SPAN_NONE	.	.
218	65504	[ 2]	1080	4	2	left_roi	184320.00	1	-2.60	-33.90	Fixation: 65286 ms	0	[]	[]	.	.	2	0.89	left_roi	3686.00	0	1	1080	2	4	65286	637.40	38.90	218.10	38.10	J030701.EDF	RIGHT	true	333671163	4	3AFC_3	true	333664029	26	1	Trial: 1	333603557	.	.	21	[]	[DYNAMIC, RECTANGLE, 352.0, 92.0, 928.0, 412.0]	2	.	false	NONE	false	SPAN_NONE	.	.
248	65775	[ 2]	1080	4	2	left_roi	184320.00	1	-8.50	80.60	Fixation: 65527 ms	0	[]	[]	.	.	2	2.11	left_roi	3689.00	0	1	1080	3	4	65527	631.50	38.70	332.60	37.55	J030701.EDF	RIGHT	true	333671163	4	3AFC_3	true	333664029	26	1	Trial: 1	333603557	.	.	22	[]	[DYNAMIC, RECTANGLE, 352.0, 92.0, 928.0, 412.0]	2	.	false	NONE	false	SPAN_NONE	.	.
361	66171	[ 2]	1080	4	2	left_roi	184320.00	1	-282.70	-21.80	Fixation: 65810 ms	0	[]	[]	.	.	2	7.32	left_roi	3557.00	0	1	1080	4	4	65810	357.30	42.50	230.20	39.65	J030701.EDF	RIGHT	true	333671163	4	3AFC_3	true	333664029	26	1	Trial: 1	333603557	.	.	23	[]	[DYNAMIC, RECTANGLE, 352.0, 92.0, 928.0, 412.0]	2	.	false	NONE	false	SPAN_NONE	.	.
334	66570	[ 3]	456	2	3	right_roi	184320.00	2	-111.90	18.10	Fixation: 66236 ms	0	[]	[]	.	.	3	2.93	right_roi	3650.00	3	1	334	1	1	66236	1808.10	37.65	270.10	37.20	J030701.EDF	RIGHT	true	333671163	4	3AFC_3	true	333664029	26	1	Trial: 1	333603557	.	.	24	[]	[DYNAMIC, RECTANGLE, 1632.0, 92.0, 2208.0, 412.0]	3	.	false	NONE	false	SPAN_NONE	.	.
130	66734	[ ]	.	.	.	.	.	.	.	.	Fixation: 66604 ms	0	[]	[]	.	.	3	8.76	right_roi	3645.00	.	.	.	.	.	66604	1940.10	38.60	587.70	37.00	J030701.EDF	RIGHT	true	333671163	4	3AFC_3	true	333664029	26	1	Trial: 1	333603557	.	.	25	[]	.	.	.	false	NONE	false	SPAN_NONE	.	.
861	67606	[ ]	.	.	.	.	.	.	.	.	Fixation: 66745 ms	1	[forcedchoice_end_3]	[67606]	forcedchoice_end_3	67606	3	8.62	right_roi	4082.00	.	.	.	.	.	66745	1953.60	38.85	581.10	37.05	J030701.EDF	RIGHT	true	333671163	4	3AFC_3	true	333664029	26	1	Trial: 1	333603557	.	.	26	[]	.	.	.	false	NONE	false	SPAN_NONE	.	.
60	31014	[ ]	.	.	.	.	.	.	.	.	Fixation: 30954 ms	1	[forcedchoice_start_0]	[30954]	forcedchoice_start_0	30954	2	6.93	left_roi	5015.00	.	.	.	.	.	30954	688.20	37.85	519.10	36.70	J030701.EDF	RIGHT	true	333708110	1	3AFC_0	true	333706885	4	2	Trial: 2	333675931	.	.	1	[]	.	.	.	false	NONE	false	SPAN_NONE	.	.
100	31145	[ ]	.	.	.	.	.	.	.	.	Fixation: 31045 ms	0	[]	[]	.	.	2	8.93	left_roi	5163.00	.	.	.	.	.	31045	779.00	36.95	573.90	36.20	J030701.EDF	RIGHT	true	333708110	1	3AFC_0	true	333706885	4	2	Trial: 2	333675931	.	.	2	[]	.	.	.	false	NONE	false	SPAN_NONE	.	.
718	31891	[ ]	.	.	.	.	.	.	.	.	Fixation: 31173 ms	0	[]	[]	.	.	2	9.38	left_roi	4147.00	.	.	.	.	.	31173	596.80	38.80	616.60	37.10	J030701.EDF	RIGHT	true	333708110	1	3AFC_0	true	333706885	4	2	Trial: 2	333675931	.	.	3	[]	.	.	.	false	NONE	false	SPAN_NONE	.	.
280	32179	[ ]	.	.	.	.	.	.	.	.	Fixation: 31899 ms	2	[forcedchoice_end_0, punishment_start_0]	[32179, 32179]	forcedchoice_end_0	32179	2	8.91	left_roi	4521.00	.	.	.	.	.	31899	587.30	38.90	596.90	37.15	J030701.EDF	RIGHT	true	333708110	1	3AFC_0	true	333706885	4	2	Trial: 2	333675931	.	.	4	[]	.	.	.	false	NONE	false	SPAN_NONE	.	.
144	41595	[ ]	.	.	.	.	.	.	.	.	Fixation: 41451 ms	1	[forcedchoice_start_1]	[41451]	forcedchoice_start_1	41451	3	12.00	right_roi	4883.00	.	.	.	.	.	41451	2300.40	43.60	535.40	39.35	J030701.EDF	RIGHT	true	333721695	2	3AFC_1	true	333717382	17	2	Trial: 2	333675931	.	.	1	[]	.	.	.	false	NONE	false	SPAN_NONE	.	.
196	41827	[ 3]	1222	6	3	right_roi	184320.00	1	9.40	9.60	Fixation: 41631 ms	0	[]	[]	.	.	3	0.34	right_roi	4405.00	0	0	1222	1	6	41631	1929.40	39.00	261.60	37.90	J030701.EDF	RIGHT	true	333721695	2	3AFC_1	true	333717382	17	2	Trial: 2	333675931	.	.	2	[]	[DYNAMIC, RECTANGLE, 1632.0, 92.0, 2208.0, 412.0]	3	.	false	NONE	false	SPAN_NONE	.	.
229	42086	[ 3]	1222	6	3	right_roi	184320.00	1	111.00	-63.70	Fixation: 41857 ms	0	[]	[]	.	.	3	3.23	right_roi	3375.00	0	0	1222	2	6	41857	2031.00	40.40	188.30	38.95	J030701.EDF	RIGHT	true	333721695	2	3AFC_1	true	333717382	17	2	Trial: 2	333675931	.	.	3	[]	[DYNAMIC, RECTANGLE, 1632.0, 92.0, 2208.0, 412.0]	3	.	false	NONE	false	SPAN_NONE	.	.
214	42330	[ 3]	1222	6	3	right_roi	184320.00	1	-69.90	-109.50	Fixation: 42116 ms	0	[]	[]	.	.	3	3.30	right_roi	3385.00	0	0	1222	3	6	42116	1850.10	38.55	142.50	38.30	J030701.EDF	RIGHT	true	333721695	2	3AFC_1	true	333717382	17	2	Trial: 2	333675931	.	.	4	[]	[DYNAMIC, RECTANGLE, 1632.0, 92.0, 2208.0, 412.0]	3	.	false	NONE	false	SPAN_NONE	.	.
165	42506	[ 3]	1222	6	3	right_roi	184320.00	1	-92.00	-130.20	Fixation: 42341 ms	0	[]	[]	.	.	3	4.05	right_roi	3358.00	0	0	1222	4	6	42341	1828.00	38.35	121.80	38.35	J030701.EDF	RIGHT	true	333721695	2	3AFC_1	true	333717382	17	2	Trial: 2	333675931	.	.	5	[]	[DYNAMIC, RECTANGLE, 1632.0, 92.0, 2208.0, 412.0]	3	.	false	NONE	false	SPAN_NONE	.	.
224	42764	[ 3]	1222	6	3	right_roi	184320.00	1	181.10	-44.90	Fixation: 42540 ms	0	[]	[]	.	.	3	4.70	right_roi	3294.00	0	0	1222	5	6	42540	2101.10	41.20	207.10	39.25	J030701.EDF	RIGHT	true	333721695	2	3AFC_1	true	333717382	17	2	Trial: 2	333675931	.	.	6	[]	[DYNAMIC, RECTANGLE, 1632.0, 92.0, 2208.0, 412.0]	3	.	false	NONE	false	SPAN_NONE	.	.
194	42983	[ 3]	1222	6	3	right_roi	184320.00	1	263.00	0.80	Fixation: 42789 ms	0	[]	[]	.	.	3	6.62	right_roi	3326.00	0	0	1222	6	6	42789	2183.00	42.35	252.80	39.55	J030701.EDF	RIGHT	true	333721695	2	3AFC_1	true	333717382	17	2	Trial: 2	333675931	.	.	7	[]	[DYNAMIC, RECTANGLE, 1632.0, 92.0, 2208.0, 412.0]	3	.	false	NONE	false	SPAN_NONE	.	.
258	43291	[ ]	.	.	.	.	.	.	.	.	Fixation: 43033 ms	0	[]	[]	.	.	3	8.81	right_roi	3799.00	.	.	.	.	.	43033	1947.30	38.65	596.00	37.00	J030701.EDF	RIGHT	true	333721695	2	3AFC_1	true	333717382	17	2	Trial: 2	333675931	.	.	8	[]	.	.	.	false	NONE	false	SPAN_NONE	.	.
167	43502	[ 1]	1239	7	1	bottom_roi	184320.00	1	96.50	25.60	Fixation: 43335 ms	0	[]	[]	.	.	1	2.51	bottom_roi	4386.00	0	1	1239	1	7	43335	1376.50	35.50	997.60	36.45	J030701.EDF	RIGHT	true	333721695	2	3AFC_1	true	333717382	17	2	Trial: 2	333675931	.	.	9	[]	[DYNAMIC, RECTANGLE, 992.0, 812.0, 1568.0, 1132.0]	1	.	false	NONE	false	SPAN_NONE	.	.
135	43673	[ 1]	1239	7	1	bottom_roi	184320.00	1	-183.80	-33.80	Fixation: 43538 ms	0	[]	[]	.	.	1	4.70	bottom_roi	4380.00	0	1	1239	2	7	43538	1096.20	35.50	938.20	36.20	J030701.EDF	RIGHT	true	333721695	2	3AFC_1	true	333717382	17	2	Trial: 2	333675931	.	.	10	[]	[DYNAMIC, RECTANGLE, 992.0, 812.0, 1568.0, 1132.0]	1	.	false	NONE	false	SPAN_NONE	.	.
276	43970	[ 1]	1239	7	1	bottom_roi	184320.00	1	-213.60	-91.40	Fixation: 43694 ms	0	[]	[]	.	.	1	5.86	bottom_roi	4239.00	0	1	1239	3	7	43694	1066.40	35.45	880.60	35.90	J030701.EDF	RIGHT	true	333721695	2	3AFC_1	true	333717382	17	2	Trial: 2	333675931	.	.	11	[]	[DYNAMIC, RECTANGLE, 992.0, 812.0, 1568.0, 1132.0]	1	.	false	NONE	false	SPAN_NONE	.	.
43	44024	[ 1]	1239	7	1	bottom_roi	184320.00	1	-235.50	-80.00	Fixation: 43981 ms	0	[]	[]	.	.	1	6.27	bottom_roi	4009.00	0	1	1239	4	7	43981	1044.50	35.60	892.00	36.00	J030701.EDF	RIGHT	true	333721695	2	3AFC_1	true	333717382	17	2	Trial: 2	333675931	.	.	12	[]	[DYNAMIC, RECTANGLE, 992.0, 812.0, 1568.0, 1132.0]	1	.	false	NONE	false	SPAN_NONE	.	.
162	44225	[ 1]	1239	7	1	bottom_roi	184320.00	1	-36.20	-3.10	Fixation: 44063 ms	0	[]	[]	.	.	1	0.91	bottom_roi	3772.00	0	1	1239	5	7	44063	1243.80	35.30	968.90	36.25	J030701.EDF	RIGHT	true	333721695	2	3AFC_1	true	333717382	17	2	Trial: 2	333675931	.	.	13	[]	[DYNAMIC, RECTANGLE, 992.0, 812.0, 1568.0, 1132.0]	1	.	false	NONE	false	SPAN_NONE	.	.
201	44452	[ 1]	1239	7	1	bottom_roi	184320.00	1	11.90	93.30	Fixation: 44251 ms	0	[]	[]	.	.	1	2.40	bottom_roi	3807.00	0	1	1239	6	7	44251	1291.90	35.60	1065.30	36.90	J030701.EDF	RIGHT	true	333721695	2	3AFC_1	true	333717382	17	2	Trial: 2	333675931	.	.	14	[]	[DYNAMIC, RECTANGLE, 992.0, 812.0, 1568.0, 1132.0]	1	.	false	NONE	false	SPAN_NONE	.	.
255	44728	[ 1]	1239	7	1	bottom_roi	184320.00	1	-40.30	131.80	Fixation: 44473 ms	0	[]	[]	.	.	1	3.52	bottom_roi	3976.00	0	1	1239	7	7	44473	1239.70	35.80	1103.80	37.15	J030701.EDF	RIGHT	true	333721695	2	3AFC_1	true	333717382	17	2	Trial: 2	333675931	.	.	15	[]	[DYNAMIC, RECTANGLE, 992.0, 812.0, 1568.0, 1132.0]	1	.	false	NONE	false	SPAN_NONE	.	.
