,Unnamed: 0,total_loop_times,fc_loop_times,cross_size,minimum_duration,memory_duration,delay_duration,choice_duration,list_index,monkey,target_pic,target_pic_position,pic_bottom,pic_left,pic_right,pic_chosen,pic_chosen_position,choice_rt,response,reward_ornot,jitter_iti,Cumulative_Correct_Rate,trial_index
10,10,5,1,75,1.0,5,1,60,228,J,F:\Pic_TOJ\pic_pool_step_3_formal\782_2.png,bottom,F:\Pic_TOJ\pic_pool_step_3_formal\782_2.png,F:\Pic_TOJ\pic_pool_step_3_formal\782_3.png,F:\Pic_TOJ\pic_pool_step_3_formal\782_1.png,F:\Pic_TOJ\pic_pool_step_3_formal\782_2.png,bottom,0.5151554001495242,1,1,1.512952974003475,0.9090909090909091,11
11,11,5,1,75,1.0,5,1,60,228,J,F:\Pic_TOJ\pic_pool_step_3_formal\1065_1.png,right,F:\Pic_TOJ\pic_pool_step_3_formal\1065_3.png,F:\Pic_TOJ\pic_pool_step_3_formal\1065_2.png,F:\Pic_TOJ\pic_pool_step_3_formal\1065_1.png,F:\Pic_TOJ\pic_pool_step_3_formal\1065_1.png,right,1.9665929998736829,1,1,1.1916974071050854,0.9166666666666666,12
12,12,5,1,75,1.0,5,1,60,228,J,F:\Pic_TOJ\pic_pool_step_3_formal\1065_1.png,left,F:\Pic_TOJ\pic_pool_step_3_formal\1065_3.png,F:\Pic_TOJ\pic_pool_step_3_formal\1065_1.png,F:\Pic_TOJ\pic_pool_step_3_formal\1065_2.png,F:\Pic_TOJ\pic_pool_step_3_formal\1065_1.png,left,1.372405200032517,1,1,2.115316500752941,0.9230769230769231,13
13,13,5,1,75,1.0,5,1,60,228,J,F:\Pic_TOJ\pic_pool_step_3_formal\782_2.png,left,F:\Pic_TOJ\pic_pool_step_3_formal\782_1.png,F:\Pic_TOJ\pic_pool_step_3_formal\782_2.png,F:\Pic_TOJ\pic_pool_step_3_formal\782_3.png,F:\Pic_TOJ\pic_pool_step_3_formal\782_2.png,left,1.1237668998073786,1,1,1.3441659365688183,0.9285714285714286,14
14,14,5,1,75,1.0,5,1,60,228,J,F:\Pic_TOJ\pic_pool_step_3_formal\770_3.png,bottom,F:\Pic_TOJ\pic_pool_step_3_formal\770_3.png,F:\Pic_TOJ\pic_pool_step_3_formal\770_2.png,F:\Pic_TOJ\pic_pool_step_3_formal\770_1.png,F:\Pic_TOJ\pic_pool_step_3_formal\770_2.png,left,0.4392458999063819,0,0,1.054688993845108,0.8666666666666667,15
15,15,5,1,75,1.0,5,1,60,228,J,F:\Pic_TOJ\pic_pool_step_3_formal\682_3.png,bottom,F:\Pic_TOJ\pic_pool_step_3_formal\682_3.png,F:\Pic_TOJ\pic_pool_step_3_formal\682_2.png,F:\Pic_TOJ\pic_pool_step_3_formal\682_1.png,F:\Pic_TOJ\pic_pool_step_3_formal\682_3.png,bottom,0.3967705999966711,1,1,1.81723489741014,0.875,16
16,16,5,1,75,1.0,5,1,60,228,J,F:\Pic_TOJ\pic_pool_step_3_formal\682_3.png,bottom,F:\Pic_TOJ\pic_pool_step_3_formal\682_3.png,F:\Pic_TOJ\pic_pool_step_3_formal\682_2.png,F:\Pic_TOJ\pic_pool_step_3_formal\682_1.png,F:\Pic_TOJ\pic_pool_step_3_formal\682_3.png,bottom,1.3641077999491245,1,1,1.7429479664802312,0.8823529411764706,17
17,17,5,1,75,1.0,5,1,60,228,J,F:\Pic_TOJ\pic_pool_step_3_formal\782_2.png,right,F:\Pic_TOJ\pic_pool_step_3_formal\782_3.png,F:\Pic_TOJ\pic_pool_step_3_formal\782_1.png,F:\Pic_TOJ\pic_pool_step_3_formal\782_2.png,F:\Pic_TOJ\pic_pool_step_3_formal\782_1.png,left,1.0581449999008328,0,0,2.296014555539334,0.8333333333333334,18
18,18,5,1,75,1.0,5,1,60,228,J,F:\Pic_TOJ\pic_pool_step_3_formal\770_3.png,left,F:\Pic_TOJ\pic_pool_step_3_formal\770_1.png,F:\Pic_TOJ\pic_pool_step_3_formal\770_3.png,F:\Pic_TOJ\pic_pool_step_3_formal\770_2.png,F:\Pic_TOJ\pic_pool_step_3_formal\770_2.png,right,1.4309880998916924,0,0,0.6535832125406903,0.7894736842105263,19
19,19,5,1,75,1.0,5,1,60,228,J,F:\Pic_TOJ\pic_pool_step_3_formal\1065_1.png,left,F:\Pic_TOJ\pic_pool_step_3_formal\1065_2.png,F:\Pic_TOJ\pic_pool_step_3_formal\1065_1.png,F:\Pic_TOJ\pic_pool_step_3_formal\1065_3.png,F:\Pic_TOJ\pic_pool_step_3_formal\1065_1.png,left,0.8820452000945807,1,1,2.007334222189784,0.8,20
